amount,retry_count,failure_count,transaction_frequency_10min,hour_of_day,previous_success_rate,velocity_score,device_trust_score,risk_score,failed,failure_category
78.2,1,0,1,15,0.977,0.76,0.93,24.2,0,SUCCESS
1701.3,0,0,1,18,0.922,0.75,0.94,11.4,0,SUCCESS
1062.46,0,0,2,17,0.897,0.57,0.96,23.3,0,SUCCESS
783.35,0,0,2,14,0.993,0.82,0.96,18.5,0,SUCCESS
1371.24,1,0,1,9,0.911,0.73,0.99,6.8,0,SUCCESS
150758.0,6,6,5,2,0.352,8.64,0.27,100.0,1,DUPLICATE_TRANSACTION
1166.17,2,1,1,16,0.734,1.14,0.77,37.3,1,BANK_FAILURE
779.32,0,1,1,21,0.99,0.93,0.97,19.9,0,SUCCESS
1244.33,0,0,2,16,0.923,0.76,0.96,10.0,0,SUCCESS
254.07,0,1,1,8,0.894,0.95,0.88,24.9,0,SUCCESS
269.46,0,0,1,11,0.949,0.35,0.9,13.2,0,SUCCESS
2030.64,1,0,2,10,0.907,0.82,0.89,24.8,0,SUCCESS
5569.45,2,2,1,17,0.952,1.22,0.94,34.2,1,TIMEOUT
2418.68,2,3,1,11,0.759,1.25,0.74,35.1,1,BANK_FAILURE
778.97,0,0,1,20,0.925,0.91,0.9,9.6,0,SUCCESS
292.33,2,1,2,14,0.813,0.93,0.81,34.3,1,NETWORK_FAILURE
1233.36,1,0,1,15,0.901,0.77,0.9,20.5,0,SUCCESS
996.08,0,0,1,15,0.909,0.2,0.88,5.1,0,SUCCESS
2389.3,1,1,1,10,0.945,1.33,1.0,27.8,1,TIMEOUT
791.83,0,0,1,20,0.907,0.41,0.91,24.8,0,SUCCESS
45214.0,5,8,5,3,0.153,5.13,0.09,100.0,1,AUTHENTICATION_FAILURE
449.94,0,0,1,7,0.986,1.09,0.88,8.3,0,SUCCESS
1000.01,1,0,1,17,0.892,0.72,0.93,28.4,1,INSUFFICIENT_FUNDS
3522.67,2,1,1,9,0.856,0.9,0.89,32.6,1,BANK_FAILURE
219.57,0,0,1,9,0.933,0.44,0.89,9.8,0,SUCCESS
308.63,0,0,1,7,0.9,0.76,0.86,24.0,0,SUCCESS
1158.53,0,0,1,7,0.891,0.78,0.94,19.6,0,SUCCESS
1767.61,0,0,1,21,0.96,0.42,0.91,20.5,0,SUCCESS
7816.83,1,2,1,17,0.752,1.28,0.91,30.1,1,BANK_FAILURE
95648.0,6,6,13,2,0.132,5.98,0.08,100.0,1,AUTHENTICATION_FAILURE
897.4,1,0,2,16,0.904,0.42,0.94,12.6,0,SUCCESS
1794.91,3,2,3,10,0.925,1.01,0.78,36.0,1,BANK_FAILURE
791.11,2,2,2,15,0.963,1.02,0.87,20.0,1,TIMEOUT
679.47,0,0,1,20,0.995,0.92,0.96,13.7,0,SUCCESS
188.79,0,0,1,19,0.955,0.43,0.96,15.9,0,SUCCESS
75493.0,4,5,6,4,0.246,6.85,0.31,100.0,1,AUTHENTICATION_FAILURE
1153.24,0,0,1,18,0.924,0.68,0.91,19.5,0,SUCCESS
1138.92,0,0,1,18,0.887,0.37,0.97,5.0,0,SUCCESS
696.33,2,1,1,13,0.948,1.01,0.9,29.5,1,TIMEOUT
877.48,0,0,1,17,0.898,0.9,0.87,5.3,0,SUCCESS
1225.29,0,0,2,10,0.884,0.7,0.97,16.0,0,SUCCESS
426.05,0,1,1,13,0.922,0.69,0.88,12.0,0,SUCCESS
1567.72,0,0,1,17,0.912,0.95,0.88,9.9,0,SUCCESS
70.24,0,0,1,19,0.968,0.89,0.97,10.1,0,SUCCESS
1618.97,2,1,1,11,0.858,0.94,0.92,39.4,1,BANK_FAILURE
1328.96,0,0,1,21,0.935,0.67,0.98,21.4,0,SUCCESS
1240.71,0,0,1,16,0.957,0.77,0.88,23.4,0,SUCCESS
303.62,0,0,1,8,0.996,0.93,1.0,18.0,0,SUCCESS
343.25,1,0,1,6,0.979,0.31,0.98,17.8,0,SUCCESS
551.31,0,0,1,21,0.891,0.54,0.87,10.4,0,SUCCESS
114.29,0,0,2,15,0.897,0.96,0.88,34.4,1,INSUFFICIENT_FUNDS
301.69,0,0,1,22,0.908,0.95,0.98,22.6,0,SUCCESS
1886.16,0,0,1,21,0.998,0.58,0.95,8.2,0,SUCCESS
4770.67,0,0,1,7,0.972,0.97,0.95,10.8,0,SUCCESS
856.28,0,0,1,17,0.937,0.44,0.9,8.3,0,SUCCESS
362.72,0,1,1,14,0.897,0.59,0.92,24.7,0,SUCCESS
568.63,0,0,1,9,0.896,0.27,0.98,19.6,0,SUCCESS
507.39,0,0,1,11,0.898,0.23,1.0,10.6,0,SUCCESS
3134.23,1,0,2,15,0.913,1.06,1.0,10.1,0,SUCCESS
3053.1,2,1,2,21,0.982,0.99,0.93,31.5,1,TIMEOUT
832.64,1,0,1,21,0.893,0.34,0.93,11.4,0,SUCCESS
709.26,0,1,1,6,0.93,1.0,0.93,23.7,0,SUCCESS
311.0,0,1,1,19,0.927,0.35,0.88,31.1,1,INSUFFICIENT_FUNDS
132.77,0,0,2,13,0.925,1.16,0.9,24.7,0,SUCCESS
324.93,0,0,1,15,0.918,1.09,0.93,7.7,0,SUCCESS
320.53,0,0,1,7,0.987,0.89,0.87,16.8,0,SUCCESS
2722.32,1,0,1,7,0.92,1.2,0.9,13.6,0,SUCCESS
2036.38,0,0,1,13,0.926,0.29,0.87,20.1,1,INSUFFICIENT_FUNDS
60.51,1,0,1,20,0.942,0.68,0.94,14.6,0,SUCCESS
5001.86,2,1,2,17,0.975,0.58,0.92,28.6,1,TIMEOUT
894.15,0,0,1,17,0.938,0.29,0.87,23.0,0,SUCCESS
1242.71,0,0,1,10,0.945,0.87,0.99,19.8,0,SUCCESS
983.72,0,1,1,22,0.897,0.59,0.95,6.0,0,SUCCESS
537.76,0,1,1,12,0.902,0.75,0.96,23.1,0,SUCCESS
2633.15,0,0,1,9,0.965,0.44,0.95,17.9,0,SUCCESS
675.71,0,0,2,13,0.897,1.05,0.99,12.2,0,SUCCESS
150159.0,7,9,15,23,0.222,6.91,0.07,100.0,1,DUPLICATE_TRANSACTION
539.24,0,0,1,10,0.929,0.31,0.91,33.2,1,INSUFFICIENT_FUNDS
3099.33,0,0,1,16,0.923,0.35,0.95,24.2,0,SUCCESS
1278.16,0,0,2,15,0.946,0.29,0.96,17.0,0,SUCCESS
1348.8,0,0,1,14,0.977,0.88,0.99,22.9,0,SUCCESS
114.54,0,0,1,6,0.893,0.66,0.97,5.6,0,SUCCESS
204.43,2,1,2,22,0.895,0.87,0.82,29.6,1,TIMEOUT
513.6,0,0,1,18,0.984,0.36,0.99,23.9,0,SUCCESS
2515.8,0,0,1,22,0.975,0.43,0.87,34.1,1,INSUFFICIENT_FUNDS
150575.0,4,7,9,4,0.322,5.3,0.25,95.7,1,DUPLICATE_TRANSACTION
897.81,1,0,1,17,0.969,0.66,1.0,16.6,0,SUCCESS
1250.5,1,1,1,13,0.968,0.69,0.85,31.0,1,INSUFFICIENT_FUNDS
2178.6,0,0,1,11,0.948,1.15,0.87,5.7,0,SUCCESS
1172.66,1,0,1,15,0.991,0.4,0.89,19.0,0,SUCCESS
3686.21,1,0,1,10,0.9,0.66,0.94,11.6,0,SUCCESS
905.65,0,0,1,21,0.935,0.22,0.88,28.8,1,INSUFFICIENT_FUNDS
2124.58,0,0,1,11,0.949,0.35,0.89,12.2,0,SUCCESS
235.13,0,0,2,6,0.889,0.92,0.9,24.9,0,SUCCESS
481.13,1,0,2,21,0.967,0.35,0.89,16.5,0,SUCCESS
8158.12,2,2,2,19,0.808,0.7,0.98,16.9,1,TIMEOUT
2381.68,0,0,1,20,0.983,0.74,0.98,8.0,0,SUCCESS
1771.77,0,0,1,15,0.965,0.91,0.87,16.4,0,SUCCESS
1057.2,0,0,1,8,0.906,0.69,0.99,14.5,0,SUCCESS
398.75,0,0,1,20,0.951,1.17,0.87,22.1,0,SUCCESS
45319.0,7,5,13,2,0.367,5.48,0.07,100.0,1,DUPLICATE_TRANSACTION
208.99,0,0,1,22,0.957,1.07,0.97,7.2,0,SUCCESS
624.72,0,1,1,12,0.993,0.54,0.87,16.6,0,SUCCESS
1155.66,0,0,1,18,0.892,0.34,0.96,22.3,0,SUCCESS
75221.0,6,7,8,3,0.321,8.34,0.13,100.0,1,AUTHENTICATION_FAILURE
518.12,2,2,3,13,0.885,1.92,0.75,27.9,1,BANK_FAILURE
1502.35,1,2,1,12,0.914,0.68,0.9,28.2,1,TIMEOUT
729.25,0,1,1,13,0.948,1.0,0.94,20.8,0,SUCCESS
1480.96,0,0,1,19,0.886,1.1,0.99,19.5,0,SUCCESS
1594.72,0,0,1,21,0.945,1.19,0.98,11.1,0,SUCCESS
95280.0,3,6,13,23,0.092,4.4,0.24,100.0,1,DUPLICATE_TRANSACTION
564.97,0,0,2,15,0.948,0.98,0.92,24.0,0,SUCCESS
302.9,0,0,1,19,0.978,0.91,0.97,10.7,0,SUCCESS
294.64,0,0,1,22,0.966,1.03,0.85,12.1,0,SUCCESS
3544.92,3,1,1,18,0.949,1.48,0.93,39.5,1,BANK_FAILURE
2348.2,0,1,1,16,0.909,0.48,0.98,14.3,0,SUCCESS
646.35,0,0,1,13,0.989,0.23,0.92,17.2,0,SUCCESS
509.26,0,0,1,21,0.946,0.38,0.94,7.5,0,SUCCESS
860.1,0,0,1,22,0.935,0.41,0.96,10.7,0,SUCCESS
927.37,2,1,2,13,0.802,1.2,0.71,34.0,1,BANK_FAILURE
1995.75,1,2,1,8,0.898,1.16,0.91,20.5,1,NETWORK_FAILURE
1958.22,1,0,1,9,0.901,0.56,0.95,9.7,0,SUCCESS
292.51,0,0,1,13,0.883,1.12,0.91,9.1,0,SUCCESS
1022.41,0,0,1,20,0.905,0.75,0.91,16.5,0,SUCCESS
6952.1,0,1,1,8,0.999,0.45,0.92,12.1,0,SUCCESS
576.62,1,0,1,21,0.97,1.19,0.94,14.3,0,SUCCESS
162.27,1,0,1,19,0.899,0.7,0.86,23.8,0,SUCCESS
95835.0,4,6,15,23,0.114,7.32,0.32,100.0,1,AUTHENTICATION_FAILURE
1273.97,0,0,2,15,0.929,0.24,0.99,24.1,0,SUCCESS
442.13,1,0,1,11,0.887,0.39,0.92,5.4,0,SUCCESS
252.43,0,0,1,13,0.915,1.01,0.92,18.1,0,SUCCESS
300.79,0,0,1,21,0.92,1.12,0.97,11.5,0,SUCCESS
159.06,0,0,2,20,0.955,0.35,0.95,7.1,0,SUCCESS
3800.86,2,1,2,10,0.811,0.88,0.98,15.4,1,TIMEOUT
75760.0,5,8,10,1,0.2,6.68,0.19,100.0,1,AUTHENTICATION_FAILURE
71.48,0,0,1,18,0.909,0.24,0.89,18.9,0,SUCCESS
1098.34,1,2,2,18,0.822,0.57,0.97,30.5,1,TIMEOUT
416.4,0,0,1,14,0.974,0.37,0.86,12.9,0,SUCCESS
2355.48,0,0,1,15,0.978,0.58,0.93,5.6,0,SUCCESS
121.04,0,0,1,21,0.959,0.67,0.99,22.6,0,SUCCESS
1289.84,0,0,2,15,0.954,0.78,0.91,11.1,0,SUCCESS
676.09,0,0,1,22,0.999,0.33,0.99,17.0,0,SUCCESS
2062.6,0,0,1,9,0.924,1.08,0.96,11.5,0,SUCCESS
3389.3,0,0,1,7,0.918,0.23,0.89,9.4,0,SUCCESS
110.09,0,0,1,9,0.936,0.28,0.89,24.1,0,SUCCESS
189.83,0,0,2,15,0.886,0.84,0.86,19.7,0,SUCCESS
978.46,0,0,1,12,0.945,0.38,0.92,21.0,0,SUCCESS
792.7,0,0,1,12,0.896,0.69,0.87,8.4,0,SUCCESS
160.93,1,1,3,19,0.774,1.85,0.71,35.9,1,GATEWAY_FAILURE
2441.36,1,1,1,20,0.938,1.19,0.96,27.9,1,TIMEOUT
666.84,0,0,1,6,0.913,0.54,0.99,16.6,0,SUCCESS
285.62,0,0,1,16,0.999,1.02,0.96,9.2,0,SUCCESS
2555.32,0,0,1,12,0.987,0.53,0.86,14.5,0,SUCCESS
426.39,0,0,1,10,0.963,1.09,0.92,20.4,0,SUCCESS
75366.0,5,9,16,4,0.269,7.35,0.13,100.0,1,AUTHENTICATION_FAILURE
5503.04,2,1,2,15,0.94,1.16,0.91,32.6,1,NETWORK_FAILURE
764.06,0,0,2,10,0.981,0.87,0.98,7.8,0,SUCCESS
155.22,2,1,1,12,0.954,1.32,0.94,17.6,1,NETWORK_FAILURE
1369.97,0,0,1,11,0.905,0.76,0.95,7.8,0,SUCCESS
385.97,0,0,1,8,0.906,1.12,0.96,19.7,0,SUCCESS
1944.83,1,0,1,9,0.988,1.03,0.99,22.4,0,SUCCESS
2485.27,1,0,2,13,0.982,0.81,0.91,6.1,0,SUCCESS
1407.63,0,0,1,14,0.989,1.03,0.92,12.8,0,SUCCESS
377.98,0,0,1,18,0.927,1.0,1.0,12.8,0,SUCCESS
3455.94,2,1,1,8,0.807,1.45,0.86,15.3,1,TIMEOUT
144.43,0,0,1,20,0.944,1.1,0.97,11.4,0,SUCCESS
1912.06,1,3,3,18,0.708,1.82,0.74,42.8,1,BANK_FAILURE
2987.63,0,0,1,7,0.891,0.62,0.99,19.5,0,SUCCESS
2077.88,0,0,1,14,0.88,1.18,0.91,15.3,0,SUCCESS
95821.0,7,7,9,2,0.255,7.83,0.27,100.0,1,AUTHENTICATION_FAILURE
95427.0,3,5,16,3,0.17,5.2,0.27,97.0,1,AUTHENTICATION_FAILURE
114.3,0,0,1,14,0.967,0.53,0.94,18.2,0,SUCCESS
1636.92,1,0,1,18,0.989,0.51,0.88,23.5,0,SUCCESS
182.72,0,0,1,22,0.882,0.52,0.97,18.4,0,SUCCESS
1627.96,0,0,1,19,0.885,0.88,0.95,24.3,0,SUCCESS
4128.85,0,0,1,18,0.904,0.49,0.95,23.5,0,SUCCESS
285.27,0,0,1,11,0.978,0.99,0.96,6.5,0,SUCCESS
1959.33,0,0,1,17,0.893,0.24,0.88,10.7,0,SUCCESS
192.79,1,0,1,6,0.901,0.77,0.92,7.5,0,SUCCESS
798.09,0,0,1,6,0.968,1.17,0.92,17.6,0,SUCCESS
725.6,0,0,2,17,0.996,0.33,0.87,14.2,0,SUCCESS
1339.65,1,0,1,16,0.885,0.52,0.94,19.4,0,SUCCESS
1008.11,0,0,2,17,0.914,0.38,0.86,16.5,0,SUCCESS
1449.01,0,0,2,18,0.882,0.43,0.85,11.9,0,SUCCESS
237.96,0,0,2,17,0.982,0.37,0.92,19.7,0,SUCCESS
1833.56,1,0,1,10,0.907,1.0,1.0,5.5,0,SUCCESS
1454.5,0,0,1,8,0.966,0.5,0.87,8.0,0,SUCCESS
502.85,0,0,2,14,0.903,0.98,0.99,21.3,0,SUCCESS
1689.73,0,0,1,13,0.947,0.32,0.88,8.4,0,SUCCESS
132.51,0,0,1,22,0.979,0.48,0.95,22.2,0,SUCCESS
832.35,0,0,2,14,0.966,0.76,1.0,13.5,0,SUCCESS
281.22,0,0,2,10,0.946,0.99,0.95,15.3,0,SUCCESS
161.75,0,1,1,13,0.899,0.37,0.93,20.5,0,SUCCESS
345.74,0,0,1,16,0.961,0.35,0.9,5.9,0,SUCCESS
2386.98,2,2,1,13,0.817,0.98,0.97,26.0,1,NETWORK_FAILURE
106.49,0,0,1,20,0.949,0.42,0.86,16.1,0,SUCCESS
219.98,0,0,2,13,0.98,0.86,0.86,24.2,0,SUCCESS
240.9,0,0,1,14,0.956,0.39,0.88,22.4,0,SUCCESS
702.04,0,0,1,7,0.94,0.93,0.92,10.7,0,SUCCESS
590.91,0,0,1,22,0.919,0.31,0.91,20.3,0,SUCCESS
651.98,1,0,2,17,0.919,1.0,0.9,10.1,0,SUCCESS
350.92,1,0,1,22,0.968,1.09,0.88,6.7,0,SUCCESS
776.77,1,1,2,19,0.904,1.24,0.88,35.0,1,TIMEOUT
95675.0,4,6,6,23,0.265,6.08,0.29,100.0,1,AUTHENTICATION_FAILURE
1365.33,1,1,2,20,0.948,1.46,0.85,20.4,1,TIMEOUT
2686.35,0,0,2,18,0.921,0.66,0.95,17.9,0,SUCCESS
3581.79,0,0,1,18,0.899,0.33,0.85,17.6,0,SUCCESS
582.71,0,0,1,14,0.953,0.24,0.87,20.1,0,SUCCESS
3295.08,2,1,3,16,0.845,1.56,0.74,34.5,1,BANK_FAILURE
487.05,1,0,1,17,0.98,0.79,0.95,18.0,0,SUCCESS
121.2,1,0,2,11,0.995,0.73,0.91,20.2,0,SUCCESS
941.11,0,0,2,18,0.913,0.7,0.9,36.6,1,INSUFFICIENT_FUNDS
971.94,0,0,1,21,0.935,0.31,0.94,12.5,0,SUCCESS
571.81,0,0,1,15,0.948,0.57,0.95,8.3,0,SUCCESS
217.07,1,1,2,11,0.923,0.81,0.87,16.6,1,TIMEOUT
2382.79,0,0,1,7,0.996,1.15,1.0,22.3,0,SUCCESS
2932.57,1,0,2,10,0.98,0.91,0.99,16.4,0,SUCCESS
155.82,0,0,1,13,0.986,0.45,0.99,23.2,0,SUCCESS
1124.32,2,2,1,16,0.864,1.29,0.83,25.8,1,NETWORK_FAILURE
900.31,0,0,1,20,0.881,0.57,0.94,14.1,0,SUCCESS
1855.02,0,0,1,13,0.898,1.18,0.89,19.4,0,SUCCESS
234.4,0,1,2,8,0.941,0.52,0.98,5.6,0,SUCCESS
83.1,0,0,1,9,0.96,0.26,0.98,8.7,0,SUCCESS
355.43,0,0,1,16,0.919,0.89,0.98,12.6,0,SUCCESS
4067.1,0,0,1,21,0.977,0.77,0.87,12.5,0,SUCCESS
382.59,0,0,1,16,0.952,0.83,0.96,8.1,0,SUCCESS
4404.33,0,0,1,16,0.911,0.81,0.94,12.9,0,SUCCESS
5661.72,0,0,1,8,0.883,1.01,0.89,7.5,0,SUCCESS
193.34,0,0,2,17,0.986,0.35,0.93,17.9,0,SUCCESS
921.91,0,0,2,10,0.999,0.32,0.87,7.6,0,SUCCESS
1420.74,0,0,1,8,0.978,0.94,0.98,9.3,0,SUCCESS
671.69,0,0,2,19,0.899,0.87,0.89,15.0,0,SUCCESS
1983.39,1,0,1,16,0.977,0.63,1.0,13.7,0,SUCCESS
243.15,0,0,1,18,0.921,0.27,0.9,14.2,0,SUCCESS
3783.2,0,0,1,17,0.988,0.43,0.88,15.4,0,SUCCESS
2940.75,1,2,2,9,0.814,1.2,0.9,35.2,1,BANK_FAILURE
258.74,0,0,1,21,0.998,0.48,0.9,23.1,0,SUCCESS
369.01,0,1,1,17,0.965,0.47,0.99,18.3,0,SUCCESS
75584.0,4,6,13,2,0.227,6.2,0.16,100.0,1,DUPLICATE_TRANSACTION
190.42,1,0,1,7,0.995,0.44,0.99,19.5,0,SUCCESS
1667.9,0,0,1,14,0.978,1.04,0.9,13.0,0,SUCCESS
2684.24,0,0,1,16,0.898,0.53,0.87,19.5,0,SUCCESS
586.56,1,1,1,11,0.815,0.96,0.79,31.4,1,BANK_FAILURE
2268.46,1,2,1,11,0.945,0.69,0.94,28.4,1,TIMEOUT
1703.57,0,0,2,21,0.936,1.19,0.89,19.7,0,SUCCESS
1001.33,0,0,1,17,0.891,0.42,0.97,10.6,0,SUCCESS
236.01,0,0,1,7,0.892,0.84,0.9,17.7,0,SUCCESS
2203.97,0,0,1,12,0.927,0.79,0.94,20.0,0,SUCCESS
1380.76,0,0,1,10,0.928,0.97,0.94,14.9,0,SUCCESS
2979.02,0,0,1,15,0.945,0.51,0.95,5.9,0,SUCCESS
843.9,0,0,1,17,0.968,0.31,0.88,24.5,0,SUCCESS
1604.59,0,0,2,11,0.969,0.91,0.89,16.0,0,SUCCESS
1233.75,0,0,1,19,0.959,0.71,0.85,6.3,0,SUCCESS
629.9,1,0,1,9,0.99,0.23,0.91,9.5,0,SUCCESS
2075.21,0,0,1,18,0.995,0.98,0.97,17.5,0,SUCCESS
2241.91,0,0,1,18,0.929,0.35,0.93,21.9,0,SUCCESS
941.71,0,0,1,7,0.943,0.32,0.93,17.2,0,SUCCESS
7339.62,0,0,1,8,0.973,1.06,0.98,11.1,0,SUCCESS
2852.44,2,1,3,14,0.73,1.72,0.82,42.1,1,BANK_FAILURE
1660.56,0,0,1,6,0.967,0.82,0.86,7.3,0,SUCCESS
186.74,0,0,1,9,0.897,0.67,0.9,16.0,0,SUCCESS
1519.96,0,0,1,20,0.942,0.66,0.91,22.2,0,SUCCESS
531.1,0,0,1,7,0.969,0.65,0.95,22.0,0,SUCCESS
969.82,0,0,2,8,0.926,0.54,0.97,37.4,1,INSUFFICIENT_FUNDS
1694.55,1,3,2,10,0.942,1.77,0.72,39.3,1,BANK_FAILURE
1479.23,1,2,2,12,0.975,1.43,0.96,34.6,1,NETWORK_FAILURE
3055.88,1,2,1,13,0.806,0.59,0.84,25.1,1,NETWORK_FAILURE
3484.44,2,1,2,9,0.976,1.0,0.98,24.1,1,TIMEOUT
438.59,0,1,1,10,0.927,0.7,0.9,18.3,0,SUCCESS
9647.25,1,1,1,22,0.801,0.86,0.83,30.1,1,TIMEOUT
111.32,0,0,1,6,0.994,0.81,0.87,22.1,0,SUCCESS
936.51,0,0,1,20,0.895,1.11,0.94,19.8,0,SUCCESS
87.26,0,0,1,8,0.986,0.99,0.94,11.8,0,SUCCESS
1496.46,0,0,1,6,0.951,0.98,0.96,16.4,0,SUCCESS
498.08,0,0,1,18,0.98,0.65,0.98,6.8,0,SUCCESS
2125.36,0,0,1,14,0.883,0.32,0.92,21.4,0,SUCCESS
1831.91,1,0,1,17,0.999,0.63,0.94,20.5,0,SUCCESS
1648.94,0,0,1,15,0.936,0.33,0.86,8.8,0,SUCCESS
402.66,0,0,1,15,0.941,1.03,0.91,13.4,0,SUCCESS
624.88,2,2,1,18,0.849,0.56,0.96,27.4,1,TIMEOUT
3902.65,0,0,2,12,0.988,1.08,0.91,13.5,0,SUCCESS
259.83,0,1,1,14,0.893,1.15,0.89,13.9,0,SUCCESS
95551.0,7,9,13,1,0.34,8.33,0.24,100.0,1,AUTHENTICATION_FAILURE
968.89,0,0,1,8,0.967,0.53,0.95,10.2,0,SUCCESS
1607.7,0,0,1,21,0.994,0.45,0.99,24.1,0,SUCCESS
2614.93,0,0,1,18,0.923,0.21,0.96,16.2,0,SUCCESS
2820.28,0,1,1,13,0.968,0.88,0.89,16.9,0,SUCCESS
150961.0,7,6,7,4,0.16,5.86,0.13,100.0,1,DUPLICATE_TRANSACTION
121.5,0,0,1,14,0.969,0.39,0.89,20.9,0,SUCCESS
166.53,0,0,1,13,0.883,0.55,0.95,6.8,0,SUCCESS
2679.7,0,0,1,20,0.899,0.81,0.95,18.4,0,SUCCESS
347.6,0,0,1,12,0.929,0.83,0.9,21.7,0,SUCCESS
2368.65,2,1,2,13,0.979,0.59,0.86,24.3,1,NETWORK_FAILURE
875.96,0,0,1,22,0.916,0.87,0.95,16.6,0,SUCCESS
451.92,3,2,3,10,0.93,1.38,0.7,33.8,1,BANK_FAILURE
2111.09,0,0,1,9,0.978,0.45,0.91,18.1,0,SUCCESS
256.61,0,0,1,16,0.957,0.89,0.92,12.1,0,SUCCESS
2060.67,1,0,1,13,0.89,0.51,0.99,16.5,0,SUCCESS
1678.03,0,0,1,11,0.91,0.55,0.96,14.9,0,SUCCESS
83.88,0,0,1,14,0.947,0.2,0.93,12.9,0,SUCCESS
470.93,1,0,1,22,0.971,0.92,0.99,5.7,0,SUCCESS
760.96,0,0,1,19,0.894,0.66,0.85,15.1,0,SUCCESS
150342.0,3,7,11,4,0.276,4.38,0.12,98.8,1,AUTHENTICATION_FAILURE
299.22,0,0,1,7,0.988,0.63,0.97,12.8,0,SUCCESS
95648.0,5,6,12,23,0.117,5.77,0.1,98.1,1,AUTHENTICATION_FAILURE
527.6,1,2,2,8,0.895,0.75,0.94,29.1,1,NETWORK_FAILURE
1257.79,3,2,3,12,0.769,0.8,0.94,41.4,1,GATEWAY_FAILURE
206.76,0,0,2,10,0.959,0.85,0.98,7.8,0,SUCCESS
723.42,1,0,1,22,0.89,0.22,0.99,21.2,0,SUCCESS
2231.42,2,1,1,19,0.923,1.35,0.88,26.1,1,TIMEOUT
1846.0,0,0,1,18,0.89,0.96,0.92,19.5,0,SUCCESS
1424.93,0,0,2,12,0.889,1.09,0.88,17.6,0,SUCCESS
2731.83,2,1,2,16,0.702,1.08,0.82,27.4,1,BANK_FAILURE
181.15,0,0,1,9,0.95,1.13,0.9,18.5,0,SUCCESS
323.83,0,0,1,8,0.912,0.86,0.99,14.0,0,SUCCESS
1709.77,0,0,1,13,0.937,0.25,0.96,12.3,0,SUCCESS
354.09,1,0,2,15,0.973,1.16,0.89,21.7,0,SUCCESS
1171.94,0,0,2,22,0.904,0.61,0.91,11.4,0,SUCCESS
552.02,3,1,3,10,0.945,0.85,0.86,39.7,1,BANK_FAILURE
624.91,1,1,2,19,0.818,1.16,0.9,15.6,1,TIMEOUT
4243.42,1,0,1,16,0.942,0.47,0.95,12.3,0,SUCCESS
1503.79,0,0,1,13,0.921,0.67,0.91,17.9,0,SUCCESS
3370.16,0,0,2,17,0.933,0.92,0.95,8.3,0,SUCCESS
5720.83,0,0,1,19,0.979,1.12,0.95,7.1,0,SUCCESS
2756.93,0,0,1,9,0.908,0.37,0.86,22.9,0,SUCCESS
45333.0,7,8,8,4,0.281,6.84,0.08,100.0,1,AUTHENTICATION_FAILURE
3140.71,0,0,1,17,0.952,0.54,0.92,10.7,0,SUCCESS
573.59,0,0,1,19,0.908,0.38,1.0,20.1,0,SUCCESS
679.44,0,0,1,7,0.918,0.94,0.96,15.0,0,SUCCESS
104.45,1,0,1,9,0.898,0.23,0.89,24.6,0,SUCCESS
75290.0,7,4,5,4,0.206,8.91,0.14,100.0,1,AUTHENTICATION_FAILURE
1268.49,0,0,1,10,0.993,0.72,0.93,17.0,0,SUCCESS
931.07,1,2,2,9,0.879,1.62,0.86,27.5,1,BANK_FAILURE
300.73,0,0,1,15,0.993,0.75,0.94,19.2,0,SUCCESS
513.52,0,0,1,20,0.943,0.87,0.98,8.7,0,SUCCESS
1189.91,0,0,2,16,0.892,0.87,0.86,16.9,0,SUCCESS
45417.0,5,6,13,4,0.337,7.01,0.33,98.1,1,AUTHENTICATION_FAILURE
1935.64,0,1,1,19,0.911,0.93,0.96,14.2,0,SUCCESS
1449.17,0,0,1,18,0.966,0.74,0.97,10.4,0,SUCCESS
4304.45,2,2,1,15,0.948,1.31,0.91,18.8,1,TIMEOUT
1405.27,0,0,2,10,0.947,0.93,0.97,17.9,0,SUCCESS
1044.88,0,1,1,15,0.901,0.53,0.93,8.4,0,SUCCESS
75.97,0,0,1,9,0.983,1.0,0.97,5.4,0,SUCCESS
946.17,0,0,2,8,0.931,1.15,0.86,19.9,0,SUCCESS
1951.76,2,2,1,10,0.825,1.37,0.87,27.5,1,TIMEOUT
256.48,0,0,2,16,0.885,0.56,0.98,20.2,0,SUCCESS
348.56,0,0,1,7,0.94,0.69,0.88,19.7,0,SUCCESS
587.88,0,0,2,7,0.994,0.23,1.0,22.4,0,SUCCESS
150591.0,7,9,15,4,0.289,3.6,0.21,97.1,1,DUPLICATE_TRANSACTION
45433.0,4,7,16,4,0.304,5.29,0.24,100.0,1,DUPLICATE_TRANSACTION
233.73,0,0,1,15,0.966,0.63,0.98,11.2,0,SUCCESS
101.03,1,0,2,8,0.895,0.6,1.0,8.5,0,SUCCESS
237.66,0,0,1,9,0.885,0.57,0.88,7.0,0,SUCCESS
369.03,0,0,1,8,0.939,1.19,0.86,24.2,1,INSUFFICIENT_FUNDS
655.1,0,0,1,11,0.991,0.76,0.86,13.2,0,SUCCESS
695.43,0,0,1,11,0.899,0.38,0.94,11.9,0,SUCCESS
1084.26,2,1,1,18,0.95,0.73,1.0,22.3,1,TIMEOUT
271.25,0,1,1,12,0.967,0.28,0.95,22.2,0,SUCCESS
413.22,0,0,1,19,0.971,0.92,1.0,10.2,0,SUCCESS
